,timestamp,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8
0,0.02902,21,2A,2B,30,2,90,69,29
1,0.03886,20,2B,2B,30,2,90,6F,34
2,0.04892,20,2B,2B,30,2,90,71,0
3,0.05890,20,2B,2B,30,2,90,71,11
4,0.06946,20,2B,2B,30,2,90,71,22
5,0.07882,1F,2A,2B,30,2,90,6D,37
6,0.08882,1F,2A,2B,30,2,90,6C,5
7,0.09891,20,2A,2B,30,2,90,6C,16
8,0.10899,20,2A,2B,30,2,90,6C,27
9,0.11879,20,2A,2B,30,2,90,6C,38
10,0.12879,20,2A,2B,30,2,90,6A,7
11,0.13890,20,2A,2B,30,2,90,6A,18
12,0.14895,20,2A,2B,30,2,90,6A,29
13,0.15878,20,2A,2B,30,2,90,6A,3A
14,0.16872,1F,2A,2B,30,2,90,6D,4
15,0.17891,1F,2A,2B,30,2,90,6D,15
16,0.18893,1F,2A,2B,30,2,90,6D,26
17,0.19891,1F,2A,2B,30,2,90,6D,37
18,0.20866,1F,2A,2B,30,2,90,6D,4
19,0.21876,1F,2A,2B,30,2,90,6F,13
20,0.22886,1F,2A,2B,30,2,90,6F,24
21,0.23868,1F,2A,2B,30,2,90,6E,36
22,0.24867,1F,2A,2B,30,2,90,6E,3
23,0.25873,1F,2A,2B,30,2,90,6F,13
24,0.26885,1F,2A,2B,30,2,90,6C,27
25,0.27870,1F,2A,2B,30,2,90,6C,38
26,0.28864,1F,2A,2B,30,2,90,6C,5
27,0.29871,1F,2A,2B,30,2,90,6C,16
28,0.30878,1F,2A,2B,30,2,90,6C,27
29,0.31873,1F,2A,2A,30,2,90,6C,39
30,0.32861,1F,29,2A,30,2,90,6B,8
31,0.33867,1F,2A,2A,30,2,90,6C,17
32,0.34878,1F,29,2A,30,2,90,6B,2A
33,0.35862,1F,2A,2B,30,2,90,6C,38
34,0.36854,1F,2A,2B,30,2,90,6C,5
35,0.37875,1F,2A,2B,30,2,90,6C,16
36,0.39001,1F,2A,2B,30,2,90,6C,27
37,0.39872,1F,2A,2B,30,2,90,6F,35
38,0.40849,1F,2A,2B,30,2,90,6E,3
39,0.41860,1F,2A,2B,30,2,90,6E,14
40,0.42869,1F,2A,2B,30,2,90,6F,24
41,0.43854,1F,2A,2B,30,2,90,6E,36
42,0.44851,1F,2A,2A,30,2,90,6C,6
43,0.45856,1F,2A,2B,30,2,90,6D,15
44,0.46875,1F,2A,2A,30,2,90,6C,28
45,0.47851,1F,2A,2B,30,2,90,6C,38
46,0.48848,1F,2A,2B,30,2,90,6D,4
47,0.49849,1F,2A,2A,30,2,90,6C,17
48,0.50862,1F,2A,2A,30,2,90,6C,28
49,0.51848,1F,2A,2B,30,2,90,6C,38
50,0.52843,1F,2A,2A,30,2,90,6C,6
51,0.53846,1F,29,2A,30,2,90,6B,19
52,0.54862,1F,2A,2A,30,2,90,6C,28
53,0.55872,1F,29,2A,30,2,90,6B,3B
54,0.56837,1F,2A,2B,30,2,90,6C,5
55,0.57841,1F,2A,2B,30,2,90,6C,16
56,0.58858,1F,2A,2B,30,2,90,6E,25
57,0.59854,1F,2A,2B,30,2,90,6E,36
58,0.60831,1F,2A,2B,30,2,90,6E,3
59,0.61942,1F,2A,2B,30,2,90,6E,14
60,0.62854,1F,2A,2B,30,2,90,6E,25
61,0.63839,1F,2A,2B,30,2,90,6E,36
62,0.64837,1F,2A,2B,30,2,90,6D,4
63,0.65834,1F,2A,2B,30,2,90,6E,14
64,0.66860,1F,2A,2B,30,2,90,6D,26
65,0.67833,1F,2A,2B,30,2,90,6E,36
66,0.68831,1F,2A,2B,30,2,90,6E,3
67,0.69831,1F,2A,2B,30,2,90,6D,15
68,0.70846,1F,2A,2B,30,2,90,6E,25
69,0.71831,1F,2A,2B,30,2,90,6D,37
70,0.72827,1F,2A,2B,30,2,90,6C,5
71,0.73828,1F,2A,2B,30,2,90,6D,15
72,0.74847,1F,2A,2B,30,2,90,6D,26
73,0.75830,1F,2A,2B,30,2,90,6C,38
74,0.76843,20,2A,2B,30,2,90,6E,3
75,0.77840,20,2A,2B,30,2,90,6E,14
76,0.78845,20,2A,2B,30,2,90,6D,26
77,0.79838,20,2A,2B,30,2,90,6E,36
78,0.80837,20,2A,2B,30,2,90,6D,4
79,0.81822,20,2A,2B,30,2,90,6D,15
80,0.82824,20,2A,2B,30,2,90,6D,26
81,0.83823,20,2A,2B,30,2,90,6E,36
82,0.84963,20,2A,2B,30,2,90,6D,4
83,0.85819,20,2A,2B,30,2,90,6C,16
84,0.86867,20,2A,2B,30,2,90,6B,28
85,0.87819,20,2A,2B,30,2,90,6C,38
86,0.88814,20,2A,2B,30,2,90,6C,5
87,0.89815,20,2A,2B,30,2,90,6C,16
88,0.90825,20,2A,2B,30,2,90,6D,26
89,0.91815,20,2A,2B,30,2,90,6D,37
90,0.92810,20,2A,2B,30,2,90,6D,4
91,0.93819,20,2A,2B,30,2,90,6D,15
92,0.94822,20,2A,2B,30,2,90,6D,26
93,0.95810,1F,2A,2B,30,2,90,72,33
94,0.96824,1F,2A,2B,30,2,90,73,0F
95,0.97823,1F,2B,2B,30,2,90,74,1E
96,0.98877,1F,2A,2B,30,2,90,73,21
97,0.99798,1F,2A,2B,30,2,90,6E,36
98,1.00796,1F,2A,2B,30,2,90,6E,3
99,1.01807,20,2A,2B,30,2,90,6E,14
100,1.02813,20,2A,2B,30,2,90,6F,24
101,1.03821,20,2A,2B,30,2,90,6E,36
102,1.04803,1F,2A,2B,30,2,90,6D,4
103,1.05813,1F,2A,2B,30,2,90,6D,15
104,1.06813,1F,2A,2A,30,2,90,6C,28
105,1.07802,1F,2A,2B,30,2,90,6D,37
106,1.08798,20,2A,2B,30,2,90,6D,4
107,1.09802,20,2A,2B,30,2,90,6C,16
108,1.10807,20,2A,2B,30,2,90,6C,27
109,1.11800,20,2A,2B,30,2,90,6D,37
110,1.12795,20,2A,2B,30,2,90,6D,4
111,1.13805,20,2B,2B,30,2,90,71,11
112,1.14817,20,2B,2B,30,2,90,73,20
113,1.15794,1F,2B,2B,30,2,90,73,31
114,1.16808,1F,2B,2B,30,2,90,74,0D
115,1.17806,1F,2B,2B,30,2,90,72,10
116,1.18806,1F,2A,2B,30,2,90,71,23
117,1.19805,1F,2A,2B,30,2,90,72,33
118,1.20802,1F,2B,2B,30,2,90,73,0E
119,1.21802,1F,2A,2B,30,2,90,72,11
120,1.22803,1F,2A,2B,30,2,90,6F,24
121,1.23775,1F,2A,2B,30,2,90,6F,35
122,1.24798,1F,2A,2B,30,2,90,6E,3
123,1.25801,20,2A,2B,30,2,90,6E,14
124,1.26801,20,2A,2B,30,2,90,6E,25
125,1.27771,20,2A,2B,30,2,90,6D,37
126,1.28746,20,2A,2B,30,2,90,6D,4
127,1.29810,20,2A,2B,30,2,90,6D,15
128,1.30795,20,2A,2B,30,2,90,6D,26
129,1.31768,20,2A,2A,30,2,90,6C,39
130,1.32791,20,2A,2B,30,2,90,6F,2
131,1.33787,1F,2A,2B,30,2,90,70,13
132,1.34795,1F,2A,2B,30,2,90,70,24
133,1.35918,1F,2A,2B,30,2,90,70,35
134,1.36768,1F,2A,2B,30,2,90,6E,3
135,1.37790,1F,2A,2B,30,2,90,6E,14
136,1.38791,1F,2A,2B,30,2,90,6D,26
137,1.39764,20,2A,2B,30,2,90,6E,36
138,1.40787,20,2A,2B,30,2,90,6D,4
139,1.41784,20,2A,2B,30,2,90,6B,17
140,1.42785,20,2A,2B,30,2,90,6B,28
141,1.43776,20,2A,2A,30,2,90,6B,3A
142,1.44777,20,2A,2B,30,2,90,6B,6
143,1.45778,20,2A,2A,30,2,90,6A,19
144,1.46785,20,2A,2A,30,2,90,6B,29
145,1.47778,20,2A,2B,30,2,90,6B,39
146,1.48754,20,2A,2B,30,2,90,6B,6
147,1.49812,20,2A,2A,30,2,90,6B,18
148,1.50779,20,2A,2B,30,2,90,6D,26
149,1.51803,20,2A,2B,30,2,90,6D,37
150,1.52750,20,2A,2B,30,2,90,6F,2
151,1.53773,1F,2A,2B,30,2,90,6F,13
152,1.54776,1F,2A,2B,30,2,90,6E,25
153,1.55772,1F,2A,2B,30,2,90,6E,36
154,1.56763,1F,2A,2B,30,2,90,6F,2
155,1.57764,1F,2A,2B,30,2,90,70,13
156,1.58763,1F,2A,2B,30,2,90,6F,24
157,1.59764,1F,2A,2B,30,2,90,6E,36
158,1.60745,1F,2A,2B,30,2,90,6C,5
159,1.61761,20,2A,2B,30,2,90,6C,16
160,1.62822,0,0,0,0,0,0,0,0
161,1.62872,0,0,0,0,0,0,0,0
162,1.62922,0,0,0,0,0,0,0,0
163,1.62972,0,0,0,0,0,0,0,0
164,1.63022,0,0,0,0,0,0,0,0
165,1.63072,0,0,0,0,0,0,0,0
166,1.64072,20,2A,2B,30,2,90,6C,27
167,1.63766,20,2A,2B,30,2,90,6C,38
168,1.64743,20,2A,2B,30,2,90,6F,2
169,1.65768,20,2A,2B,30,2,90,70,13
170,1.66768,20,2B,2B,30,2,90,72,21
171,1.67746,1F,2B,2B,30,2,90,72,32
172,1.68742,1F,2A,2B,30,2,90,71,1
173,1.69747,1F,2B,2B,30,2,90,73,1F
174,1.70771,1F,2B,2B,30,2,90,74,2F
175,1.71748,1F,2B,2B,30,2,90,73,31
176,1.72740,1F,2B,2B,30,2,90,74,0D
177,1.73751,1F,2B,2B,30,2,90,73,1F
178,1.74750,1F,2B,2B,30,2,90,71,22
179,1.75744,1F,2A,2B,30,2,90,70,35
180,1.76731,1F,2B,2B,30,2,90,71,0
181,1.77753,1F,2A,2B,30,2,90,70,13
182,1.78750,1F,2A,2B,30,2,90,6F,24
183,1.79750,1F,2A,2B,30,2,90,70,35
184,1.80727,1F,2A,2B,30,2,90,70,2
185,1.81747,1F,2A,2B,30,2,90,71,12
186,1.82753,1F,2A,2B,30,2,90,70,24
187,1.83737,1F,2B,2B,30,2,90,72,32
188,1.84731,1F,2B,2B,30,2,90,73,0E
189,1.85737,1F,2B,2B,30,2,90,72,10
190,1.86751,1F,2B,2B,30,2,90,72,21
191,1.87734,1F,2B,2B,30,2,90,70,34
192,1.88727,1F,2B,2B,30,2,90,72,0F
193,1.89731,1F,2B,2B,30,2,90,72,10
194,1.90747,1F,2B,2B,30,2,90,73,20
195,1.91731,1F,2B,2B,30,2,90,72,32
196,1.92721,1F,2A,2B,30,2,90,6E,3
197,1.93736,1F,2A,2B,30,2,90,6F,13
198,1.94743,1F,2A,2B,30,2,90,6E,25
199,1.95734,1F,2A,2B,30,2,90,6E,36
200,1.96737,1F,2A,2B,30,2,90,6E,3
201,1.97735,20,2A,2B,30,2,90,6C,16
202,1.98744,20,2A,2B,30,2,90,6B,28
203,1.99732,20,2A,2B,30,2,90,6B,39
204,2.00732,20,2A,2B,30,2,90,6B,6
205,2.01730,20,2A,2B,30,2,90,6C,16
206,2.02736,20,2A,2B,30,2,90,6F,24
207,2.03721,1F,2A,2B,30,2,90,70,35
208,2.04722,1F,2A,2B,30,2,90,70,2
209,2.05716,1F,2A,2B,30,2,90,70,13
210,2.06733,1F,2B,2B,30,2,90,71,22
211,2.07725,1F,2B,2B,30,2,90,72,32
212,2.08713,1F,2B,2B,30,2,90,71,0
213,2.09713,1F,2B,2B,30,2,90,72,10
214,2.10728,1F,2B,2B,30,2,90,70,23
215,2.11715,1F,2A,2B,30,2,90,6F,35
216,2.12715,1F,2A,2B,30,2,90,70,2
217,2.13711,1F,2A,2B,30,2,90,6F,13
218,2.14703,1F,2A,2B,30,2,90,6F,24
219,2.15711,20,2A,2B,30,2,90,6D,37
220,2.16719,20,2A,2B,30,2,90,6D,4
221,2.17717,20,2A,2B,30,2,90,6D,15
222,2.18725,20,2A,2B,30,2,90,6E,25
223,2.19715,20,2A,2B,30,2,90,6D,37
224,2.20713,20,2A,2B,30,2,90,6E,3
225,2.21717,20,2B,2B,30,2,90,6F,12
226,2.22714,20,2B,2B,30,2,90,6F,23
227,2.23712,20,2B,2B,30,2,90,6F,34
228,2.24703,20,2A,2B,30,2,90,6E,3
229,2.25707,1F,2B,2B,30,2,90,73,1F
230,2.26717,1F,2B,2B,30,2,90,74,2F
231,2.27707,1F,2B,2B,30,2,90,73,31
232,2.28697,1F,2B,2B,30,2,90,74,0D
233,2.29708,1F,2B,2B,30,2,90,73,1F
234,2.30706,1F,2B,2B,30,2,90,71,22
235,2.31706,1F,2B,2B,30,2,90,71,33
236,2.32696,1F,2B,2B,30,2,90,72,0F
237,2.33707,1F,2B,2B,30,2,90,71,11
238,2.34705,1F,2A,2B,30,2,90,6F,24
239,2.35708,1F,2A,2B,30,2,90,6F,35
240,2.36701,1F,2A,2B,30,2,90,6E,3
241,2.37707,1F,2A,2B,30,2,90,6F,13
242,2.38702,1F,2A,2B,30,2,90,6E,25
243,2.39684,1F,2A,2B,30,2,90,70,35
244,2.40696,1F,2A,2B,30,2,90,71,1
245,2.41684,1F,2A,2B,30,2,90,70,13
246,2.42697,1F,2A,2B,30,2,90,71,23
247,2.43683,1F,2A,2B,30,2,90,70,35
248,2.44687,1F,2B,2B,30,2,90,73,0E
249,2.45683,1F,2B,2B,30,2,90,73,1F
250,2.46701,1F,2B,2B,30,2,90,73,20
251,2.47683,1F,2B,2B,30,2,90,73,31
252,2.48680,1F,2A,2B,30,2,90,70,2
253,2.49683,1F,2A,2B,30,2,90,71,12
254,2.50695,1F,2A,2B,30,2,90,70,24
255,2.51684,1F,2A,2B,30,2,90,71,34
256,2.52677,1F,2A,2B,30,2,90,70,2
257,2.53685,1F,2A,2B,30,2,90,6F,13
258,2.54698,1F,2A,2B,30,2,90,70,24
259,2.55683,1F,2A,2B,30,2,90,6F,35
260,2.56684,1F,2A,2B,30,2,90,70,2
261,2.57684,1F,2A,2B,30,2,90,6F,13
262,2.58689,1F,2B,2B,30,2,90,71,22
263,2.59682,1F,2B,2B,30,2,90,71,33
264,2.60679,1F,2B,2B,30,2,90,71,0
265,2.61683,1F,2B,2B,30,2,90,71,11
266,2.62683,1F,2B,2B,30,2,90,76,2D
267,2.63712,1F,2C,2C,30,2,90,7B,37
268,2.64669,1F,2D,2C,30,2,90,83,0C
269,2.65683,1F,2D,2D,30,2,90,8E,11
270,2.66683,1F,2D,2D,30,2,90,8E,22
271,2.67658,1F,2D,2D,30,2,90,8E,33
272,2.68663,1F,2D,2D,30,2,90,8E,0
273,2.69657,1F,2D,2E,30,2,90,8E,10
274,2.70681,1F,2D,2E,30,2,90,8E,21
275,2.71658,1F,2D,2E,30,2,90,8E,32
276,2.72660,1F,2D,2F,30,2,90,8D,0F
277,2.73658,20,2D,2F,30,2,90,8D,10
278,2.74683,20,2D,30,30,2,90,8D,21
279,2.75658,20,2D,30,30,2,90,8D,32
280,2.76666,20,2D,30,30,2,90,8D,0F
281,2.77658,20,2D,31,30,2,90,8D,1F
282,2.78667,20,2D,31,30,2,90,8C,21
283,2.79658,20,2D,31,30,2,90,8C,32
284,2.80661,20,2D,32,30,2,90,8C,0E
285,2.81659,20,2D,32,30,2,90,8C,1F
286,2.82668,20,2D,33,30,2,90,8C,2F
287,2.83657,20,2D,33,30,2,90,8C,30
288,2.84654,20,2D,33,30,2,90,8C,0D
289,2.85657,21,2F,33,30,2,91,8F,17
290,2.86669,20,2F,34,30,2,91,8F,28
291,2.87658,20,2F,34,30,2,91,8F,39
292,2.88813,20,2F,35,30,2,91,8F,5
293,2.89658,21,30,35,30,2,91,8E,16
294,2.90693,21,30,36,30,2,91,8D,27
295,2.91681,22,30,36,30,2,91,8D,37
296,2.92639,22,30,36,30,2,91,8D,4
297,2.93680,22,30,36,30,2,91,8D,15
298,2.94659,22,30,35,30,2,91,8D,27
299,2.95677,22,30,36,30,2,91,8D,37
300,2.96649,22,30,36,30,2,91,8D,4
301,2.97658,22,30,36,30,2,91,8D,15
302,2.98656,23,31,36,30,2,91,8D,24
303,2.99676,23,31,36,30,2,91,8D,35
304,3.00644,23,31,36,30,2,91,8D,2
305,3.01657,23,31,36,30,2,91,8D,13
306,3.02651,23,31,36,30,2,91,8C,25
307,3.03669,24,32,36,30,2,91,8C,34
308,3.04628,24,32,35,30,2,91,8C,2
309,3.05669,24,32,36,30,2,91,8C,12
310,3.06648,24,32,36,30,2,91,8C,23
311,3.07667,24,32,35,30,2,91,8C,35
312,3.08628,24,32,35,30,2,91,8B,3
313,3.09665,24,32,35,30,2,91,8B,14
314,3.10641,24,32,35,30,2,91,8B,25
315,3.11664,25,33,34,30,2,91,91,30
316,3.12620,22,33,34,30,2,91,90,1
317,3.13662,22,33,34,30,2,92,90,11
318,3.14739,22,33,34,30,2,92,90,22
319,3.15660,22,33,34,30,2,92,90,33
320,3.16632,22,33,34,30,2,92,90,0
321,3.17659,22,33,34,30,2,92,90,11
322,3.18640,22,33,34,30,2,92,90,22
323,3.19657,23,33,32,30,2,92,87,3C
324,3.20616,23,33,33,30,2,92,8F,0
325,3.21674,23,33,33,30,2,92,8D,13
326,3.22638,23,33,32,30,2,92,85,2D
327,3.23656,23,32,32,30,2,92,7F,34
328,3.24648,23,32,31,30,2,92,7C,5
329,3.25657,23,32,32,30,2,92,7C,15
330,3.26635,23,31,31,30,2,92,7A,2A
331,3.27657,23,31,31,30,2,92,76,3F
332,3.28608,23,30,30,30,2,92,74,0
333,3.29658,21,30,30,30,2,93,76,10
334,3.30629,21,30,30,30,2,93,73,24
335,3.31657,21,2F,30,30,2,93,71,37
336,3.32606,21,31,40,30,2,93,86,44
337,3.33658,20,31,41,30,2,93,86,55
338,3.34627,20,31,4E,30,2,93,86,69
339,3.35657,20,31,4E,30,2,93,86,7A
340,3.36614,20,30,4E,30,2,93,81,4D
341,3.37660,20,30,5C,30,2,93,81,51
342,3.38622,20,31,5C,30,2,93,92,61
343,3.39658,20,31,62,30,2,93,92,7D
344,3.40644,21,32,62,30,2,93,90,4A
345,3.41678,22,32,63,30,2,93,90,59
346,3.42617,22,32,63,30,2,93,90,6A
347,3.43675,26,38,63,30,2,93,8D,73
348,3.44613,27,38,62,30,2,93,8D,40
349,3.45678,27,38,63,30,2,93,8D,50
350,3.46613,27,38,63,30,2,93,8D,61
351,3.47672,2B,3D,62,30,2,93,8D,7A
352,3.48605,2B,3D,62,30,2,93,8E,46
353,3.49668,2B,3D,63,30,2,94,8E,55
354,3.50684,2B,3D,63,30,2,94,8E,66
355,3.51670,2D,41,62,30,2,94,8B,76
356,3.52606,2F,41,62,30,2,94,8B,41
357,3.53664,2F,41,62,30,2,94,8B,52
358,3.54614,2F,41,62,30,2,94,8B,63
359,3.55665,31,44,61,30,2,94,89,73
360,3.56604,33,44,61,30,2,94,88,4F
361,3.57666,33,44,61,30,2,94,88,50
362,3.58605,33,44,61,30,2,94,88,61
363,3.59663,35,47,60,30,2,94,8C,7A
364,3.60627,34,47,5F,30,2,94,8B,49
365,3.61673,34,47,60,30,2,95,8B,59
366,3.62604,36,49,60,30,2,95,8D,64
367,3.63658,35,49,5F,30,2,95,8D,76
368,3.64603,35,49,5E,30,2,95,8D,44
369,3.65654,35,49,60,30,2,97,8D,52
370,3.66604,35,4A,5F,30,2,97,8F,60
371,3.67655,34,4A,5E,30,2,97,8F,73
372,3.68581,34,4A,5E,30,2,97,8F,40
373,3.69663,35,4C,60,30,2,9B,92,57
374,3.70581,33,4C,60,30,2,9B,90,6C
375,3.71657,34,4C,5F,30,2,9B,90,7C
376,3.72581,34,4C,5F,30,2,9B,94,45
377,3.73657,31,4C,60,30,2,9D,94,57
378,3.74580,31,4C,60,30,2,9D,92,6A
379,3.75648,33,4C,5F,30,2,9D,95,76
380,3.76582,30,4C,5E,30,2,9D,94,48
381,3.77656,31,4C,5F,30,2,9F,94,55
382,3.78581,31,4C,5F,30,2,9F,A7,64
383,3.79649,21,4E,5E,30,2,9F,A7,73
384,3.80581,21,4E,5D,30,2,9F,A7,41
385,3.81651,22,4F,58,30,2,A1,AB,50
386,3.82581,1E,4F,58,30,2,A1,AB,64
387,3.83726,1E,4F,48,30,2,A1,AB,74
388,3.84580,1C,48,48,30,2,A1,AF,46
389,3.85648,18,48,3C,30,2,A1,AF,12
390,3.86604,18,48,3C,30,2,A1,AF,23
391,3.87639,19,49,2C,30,2,A1,B3,3E
392,3.88556,16,49,2B,30,2,A1,B3,0F
393,3.89642,16,49,16,30,2,A2,B3,13
394,3.90580,14,43,15,30,2,A2,BD,23
395,3.91637,0E,43,14,30,2,A2,BD,3A
396,3.92556,0E,38,15,30,2,A2,89,1
397,3.93646,0D,35,14,30,2,A2,8A,16
398,3.94706,0C,35,14,30,2,A2,8A,28
399,3.95559,0C,32,13,30,2,A2,8B,3C
400,3.96555,0B,32,13,30,2,A2,8B,0A
401,3.97637,0B,32,13,30,2,A2,8B,1B
402,3.98580,0A,2F,14,30,2,A2,8E,2B
403,3.99559,9,2F,14,30,2,A2,8E,3D
404,4.00556,9,2F,14,30,2,A2,8E,0A
405,4.01631,0A,2C,14,30,2,A2,79,11
406,4.02580,0C,2A,13,30,2,A2,75,27
407,4.03554,0C,27,13,30,2,A2,79,37
408,4.04555,0A,25,14,30,2,A2,76,0A
409,4.05688,0A,23,14,30,2,A2,72,11
410,4.06556,9,22,16,30,2,A2,54,2E
411,4.07650,1A,1F,16,30,2,A2,50,35
412,4.08581,1A,1E,16,30,2,A2,4E,4
413,4.09558,19,1C,17,30,2,A1,49,1D
414,4.10579,1C,1B,17,30,2,A1,49,2C
415,4.11656,1B,1B,17,30,2,A1,49,3E
416,4.12575,1A,1D,1A,30,2,A1,49,7
417,4.13547,1D,1D,1A,30,2,9F,49,16
418,4.14574,1D,1C,1A,30,2,9F,49,28
419,4.15548,1B,1F,1A,30,2,9F,49,38
420,4.16556,1F,1D,1D,30,2,9F,49,0
421,4.17546,1D,1D,1D,30,2,9B,49,17
422,4.18556,1D,1D,1E,30,2,9B,49,27
423,4.19535,1C,23,22,30,2,9B,51,3A
424,4.20555,1F,24,23,30,2,9B,5A,9
425,4.21547,1C,25,23,30,2,97,5D,1D
426,4.22566,1C,26,23,30,2,97,5E,2C
427,4.23547,1C,29,25,30,2,97,60,37
428,4.24566,20,2A,26,30,2,97,66,9
429,4.25546,1F,2B,26,30,2,94,69,19
430,4.26564,1F,2B,26,30,2,94,69,2A
431,4.27545,1F,2D,27,30,2,94,6F,32
432,4.28562,1F,2D,27,30,2,94,71,0E
433,4.29544,1F,2E,27,30,2,94,73,1C
434,4.30560,1F,2D,27,30,2,94,72,2F
435,4.31521,20,2E,27,30,2,94,68,38
436,4.32557,23,2D,27,30,2,94,67,4
437,4.33521,22,2E,27,30,2,93,68,15
438,4.34557,22,2D,27,30,2,93,67,28
439,4.35520,23,2E,28,30,2,93,62,3B
440,4.36575,24,2E,28,30,2,93,63,6
441,4.37545,23,32,28,30,2,93,79,10
442,4.38573,23,32,29,30,2,93,79,20
443,4.39517,24,32,29,30,2,93,75,34
444,4.40571,24,32,29,30,2,93,75,1
445,4.41521,23,32,29,30,2,93,72,16
446,4.42567,23,32,29,30,2,93,74,25
447,4.43521,24,31,29,30,2,93,6B,3E
448,4.44566,24,30,29,30,2,93,67,0
449,4.45526,25,30,29,30,2,93,66,11
450,4.46563,25,2F,29,30,2,93,64,24
451,4.47544,26,2E,28,30,2,93,5C,3D
452,4.48563,26,2E,28,30,2,93,5B,0B
453,4.49520,26,2D,28,30,2,93,59,1F
454,4.50559,26,2C,27,30,2,93,59,22
455,4.51518,25,2B,27,30,2,93,56,38
456,4.52559,25,2B,27,30,2,93,55,6
457,4.53527,25,2A,27,30,2,94,53,19
458,4.54558,25,2A,27,30,2,94,4E,2E
459,4.55533,27,2A,27,30,2,94,4E,3D
460,4.56560,27,2A,27,30,2,94,50,9
461,4.57511,27,29,27,30,2,93,4E,1D
462,4.58556,26,2A,27,30,2,93,52,2B
463,4.59505,25,29,27,30,2,93,51,3F
464,4.60556,25,29,27,30,2,93,51,0C
465,4.61508,25,29,27,30,2,93,51,1D
466,4.62554,24,2B,2B,30,2,93,5B,2F
467,4.63523,24,2D,2B,30,2,93,60,7E
468,4.64570,24,34,3C,30,2,93,90,48
469,4.65498,24,34,3C,30,2,93,90,59
470,4.66554,22,33,3C,30,2,93,91,6C
471,4.67504,22,33,42,30,2,93,91,78
472,4.68567,22,33,42,30,2,93,91,45
473,4.69636,22,33,47,30,2,93,91,51
474,4.70553,23,34,47,30,2,93,94,6D
475,4.71496,21,34,4B,30,2,93,94,7C
476,4.72564,21,34,4B,30,2,93,92,4B
477,4.73515,22,34,4E,30,2,94,92,57
478,4.74572,24,37,4E,30,2,94,95,60
479,4.75497,22,37,51,30,2,94,95,71
480,4.76567,22,37,51,30,2,94,94,4F
481,4.77500,23,37,54,30,2,95,94,5B
482,4.78554,24,38,54,30,2,95,92,6C
483,4.79501,25,38,56,30,2,95,92,7A
484,4.80554,25,38,56,30,2,95,92,47
485,4.81498,26,3A,59,30,2,97,96,5C
486,4.82553,24,3A,58,30,2,97,95,61
487,4.83502,25,3A,5B,30,2,97,95,7E
488,4.84556,25,3A,5B,30,2,97,95,4B
489,4.85496,26,3D,5E,30,2,97,92,58
490,4.86570,29,3D,5E,30,2,97,94,64
491,4.87647,29,3D,61,30,2,97,94,73
492,4.88550,2A,3E,61,30,2,97,97,4B
493,4.89498,27,3E,63,30,2,99,97,5B
494,4.90570,27,3E,63,30,2,99,96,6D
495,4.91497,28,3E,66,30,2,99,96,7A
496,4.92548,29,40,65,30,2,99,95,47
497,4.93502,29,40,67,30,2,99,95,56
498,4.94562,29,40,67,30,2,99,95,67
499,4.95495,2D,45,67,30,2,99,94,70
500,4.96553,2D,45,66,30,2,99,94,4E
501,4.97654,2D,45,67,30,2,9B,94,5C
502,4.98556,30,49,67,30,2,9B,92,69
503,4.99498,32,49,68,30,2,9B,92,77
504,5.00541,32,49,68,30,2,9B,92,44
505,5.01499,32,49,68,30,2,9B,92,55
