,timestamp,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8,label
261,2.61982,1F,2B,2B,30,2,90,71,33,0
262,2.62979,1F,2B,2B,30,2,90,71,0,0
263,2.63029,1F,2B,2B,30,2,90,71,0,1
264,2.63079,1F,2B,2B,30,2,90,71,0,1
265,2.63129,1F,2B,2B,30,2,90,71,0,1
266,2.63179,1F,2B,2B,30,2,90,71,0,1
267,2.63229,1F,2B,2B,30,2,90,71,0,1
268,2.63279,1F,2B,2B,30,2,90,71,0,1
269,2.65333,1F,2B,2B,30,2,90,71,11,0
270,2.66333,1F,2B,2B,30,2,90,76,2D,0
271,2.67362,1F,2C,2C,30,2,90,7B,37,0
272,2.68319,1F,2D,2C,30,2,90,83,0C,0
273,2.69333,1F,2D,2D,30,2,90,8E,11,0
274,2.70333,1F,2D,2D,30,2,90,8E,22,0
275,2.71308,1F,2D,2D,30,2,90,8E,33,0
276,2.72313,1F,2D,2D,30,2,90,8E,0,0
277,2.73307,1F,2D,2E,30,2,90,8E,10,0
278,2.74331,1F,2D,2E,30,2,90,8E,21,0
279,2.75308,1F,2D,2E,30,2,90,8E,32,0
280,2.76310,1F,2D,2F,30,2,90,8D,0F,0
281,2.77308,20,2D,2F,30,2,90,8D,10,0
282,2.78333,20,2D,30,30,2,90,8D,21,0
283,2.79308,20,2D,30,30,2,90,8D,32,0
284,2.80316,20,2D,30,30,2,90,8D,0F,0
285,2.81308,20,2D,31,30,2,90,8D,1F,0
286,2.82317,20,2D,31,30,2,90,8C,21,0
287,2.83308,20,2D,31,30,2,90,8C,32,0
288,2.84311,20,2D,32,30,2,90,8C,0E,0
289,2.85309,20,2D,32,30,2,90,8C,1F,0
290,2.86318,20,2D,33,30,2,90,8C,2F,0
291,2.87307,20,2D,33,30,2,90,8C,30,0
292,2.88304,20,2D,33,30,2,90,8C,0D,0
293,2.89307,21,2F,33,30,2,91,8F,17,0
294,2.90319,20,2F,34,30,2,91,8F,28,0
295,2.91308,20,2F,34,30,2,91,8F,39,0
296,2.92463,20,2F,35,30,2,91,8F,5,0
297,2.93308,21,30,35,30,2,91,8E,16,0
298,2.94343,21,30,36,30,2,91,8D,27,0
299,2.95331,22,30,36,30,2,91,8D,37,0
300,2.96289,22,30,36,30,2,91,8D,4,0
301,2.97330,22,30,36,30,2,91,8D,15,0
302,2.98309,22,30,35,30,2,91,8D,27,0
303,2.99327,22,30,36,30,2,91,8D,37,0
304,3.00299,22,30,36,30,2,91,8D,4,0
305,3.01308,22,30,36,30,2,91,8D,15,0
306,3.02306,23,31,36,30,2,91,8D,24,0
307,3.03326,23,31,36,30,2,91,8D,35,0
308,3.04294,23,31,36,30,2,91,8D,2,0
309,3.05307,23,31,36,30,2,91,8D,13,0
310,3.06301,23,31,36,30,2,91,8C,25,0
311,3.07319,24,32,36,30,2,91,8C,34,0
312,3.08278,24,32,35,30,2,91,8C,2,0
313,3.09319,24,32,36,30,2,91,8C,12,0
314,3.10298,24,32,36,30,2,91,8C,23,0
315,3.11317,24,32,35,30,2,91,8C,35,0
316,3.12278,24,32,35,30,2,91,8B,3,0
317,3.13315,24,32,35,30,2,91,8B,14,0
318,3.14291,24,32,35,30,2,91,8B,25,0
319,3.15314,25,33,34,30,2,91,91,30,0
320,3.16270,22,33,34,30,2,91,90,1,0
321,3.17312,22,33,34,30,2,92,90,11,0
322,3.18389,22,33,34,30,2,92,90,22,0
323,3.19310,22,33,34,30,2,92,90,33,0
324,3.20282,22,33,34,30,2,92,90,0,0
325,3.21309,22,33,34,30,2,92,90,11,0
326,3.22290,22,33,34,30,2,92,90,22,0
327,3.23307,23,33,32,30,2,92,87,3C,0
328,3.24266,23,33,33,30,2,92,8F,0,0
329,3.25324,23,33,33,30,2,92,8D,13,0
330,3.26288,23,33,32,30,2,92,85,2D,0
331,3.27306,23,32,32,30,2,92,7F,34,0
332,3.28298,23,32,31,30,2,92,7C,5,0
333,3.29307,23,32,32,30,2,92,7C,15,0
334,3.30285,23,31,31,30,2,92,7A,2A,0
335,3.31307,23,31,31,30,2,92,76,3F,0
336,3.32258,23,30,30,30,2,92,74,0,0
337,3.33308,21,30,30,30,2,93,76,10,0
338,3.34279,21,30,30,30,2,93,73,24,0
339,3.35307,21,2F,30,30,2,93,71,37,0
340,3.36256,21,31,40,30,2,93,86,44,0
341,3.37308,20,31,41,30,2,93,86,55,0
342,3.38277,20,31,4E,30,2,93,86,69,0
343,3.39307,20,31,4E,30,2,93,86,7A,0
344,3.40264,20,30,4E,30,2,93,81,4D,0
345,3.41310,20,30,5C,30,2,93,81,51,0
346,3.42272,20,31,5C,30,2,93,92,61,0
347,3.43308,20,31,62,30,2,93,92,7D,0
348,3.44294,21,32,62,30,2,93,90,4A,0
349,3.45328,22,32,63,30,2,93,90,59,0
350,3.46267,22,32,63,30,2,93,90,6A,0
351,3.47325,26,38,63,30,2,93,8D,73,0
352,3.48263,27,38,62,30,2,93,8D,40,0
353,3.49328,27,38,63,30,2,93,8D,50,0
354,3.50263,27,38,63,30,2,93,8D,61,0
355,3.51322,2B,3D,62,30,2,93,8D,7A,0
356,3.52255,2B,3D,62,30,2,93,8E,46,0
357,3.53318,2B,3D,63,30,2,94,8E,55,0
358,3.54334,2B,3D,63,30,2,94,8E,66,0
359,3.55320,2D,41,62,30,2,94,8B,76,0
360,3.56256,2F,41,62,30,2,94,8B,41,0
361,3.57314,2F,41,62,30,2,94,8B,52,0
362,3.58264,2F,41,62,30,2,94,8B,63,0
363,3.59315,31,44,61,30,2,94,89,73,0
364,3.60254,33,44,61,30,2,94,88,4F,0
365,3.61316,33,44,61,30,2,94,88,50,0
366,3.62255,33,44,61,30,2,94,88,61,0
367,3.63313,35,47,60,30,2,94,8C,7A,0
368,3.64277,34,47,5F,30,2,94,8B,49,0
369,3.65323,34,47,60,30,2,95,8B,59,0
370,3.66254,36,49,60,30,2,95,8D,64,0
371,3.67308,35,49,5F,30,2,95,8D,76,0
372,3.68253,35,49,5E,30,2,95,8D,44,0
373,3.69304,35,49,60,30,2,97,8D,52,0
374,3.69354,35,49,60,30,2,97,8D,52,1
375,3.69404,35,49,60,30,2,97,8D,52,1
376,3.69454,35,49,60,30,2,97,8D,52,1
377,3.69504,35,49,60,30,2,97,8D,52,1
378,3.71504,35,4A,5F,30,2,97,8F,60,0
379,3.72555,34,4A,5E,30,2,97,8F,73,0
380,3.73481,34,4A,5E,30,2,97,8F,40,0
381,3.74563,35,4C,60,30,2,9B,92,57,0
382,3.75481,33,4C,60,30,2,9B,90,6C,0
383,3.76557,34,4C,5F,30,2,9B,90,7C,0
384,3.77481,34,4C,5F,30,2,9B,94,45,0
385,3.78557,31,4C,60,30,2,9D,94,57,0
386,3.79480,31,4C,60,30,2,9D,92,6A,0
387,3.80548,33,4C,5F,30,2,9D,95,76,0
388,3.81482,30,4C,5E,30,2,9D,94,48,0
389,3.82556,31,4C,5F,30,2,9F,94,55,0
390,3.83481,31,4C,5F,30,2,9F,A7,64,0
391,3.84549,21,4E,5E,30,2,9F,A7,73,0
392,3.85481,21,4E,5D,30,2,9F,A7,41,0
393,3.86551,22,4F,58,30,2,A1,AB,50,0
394,3.87481,1E,4F,58,30,2,A1,AB,64,0
395,3.88626,1E,4F,48,30,2,A1,AB,74,0
396,3.89480,1C,48,48,30,2,A1,AF,46,0
397,3.90548,18,48,3C,30,2,A1,AF,12,0
398,3.91504,18,48,3C,30,2,A1,AF,23,0
399,3.92539,19,49,2C,30,2,A1,B3,3E,0
400,3.93456,16,49,2B,30,2,A1,B3,0F,0
401,3.94542,16,49,16,30,2,A2,B3,13,0
402,3.95480,14,43,15,30,2,A2,BD,23,0
403,3.96537,0E,43,14,30,2,A2,BD,3A,0
404,3.97456,0E,38,15,30,2,A2,89,1,0
405,3.98546,0D,35,14,30,2,A2,8A,16,0
406,3.99606,0C,35,14,30,2,A2,8A,28,0
407,4.00459,0C,32,13,30,2,A2,8B,3C,0
408,4.01455,0B,32,13,30,2,A2,8B,0A,0
409,4.02537,0B,32,13,30,2,A2,8B,1B,0
410,4.03480,0A,2F,14,30,2,A2,8E,2B,0
411,4.04459,9,2F,14,30,2,A2,8E,3D,0
412,4.05456,9,2F,14,30,2,A2,8E,0A,0
413,4.06531,0A,2C,14,30,2,A2,79,11,0
414,4.07480,0C,2A,13,30,2,A2,75,27,0
415,4.08454,0C,27,13,30,2,A2,79,37,0
416,4.09455,0A,25,14,30,2,A2,76,0A,0
417,4.10588,0A,23,14,30,2,A2,72,11,0
418,4.11456,9,22,16,30,2,A2,54,2E,0
419,4.12550,1A,1F,16,30,2,A2,50,35,0
420,4.13481,1A,1E,16,30,2,A2,4E,4,0
421,4.14458,19,1C,17,30,2,A1,49,1D,0
422,4.15479,1C,1B,17,30,2,A1,49,2C,0
423,4.16556,1B,1B,17,30,2,A1,49,3E,0
424,4.17475,1A,1D,1A,30,2,A1,49,7,0
425,4.18447,1D,1D,1A,30,2,9F,49,16,0
426,4.19474,1D,1C,1A,30,2,9F,49,28,0
427,4.20448,1B,1F,1A,30,2,9F,49,38,0
428,4.21456,1F,1D,1D,30,2,9F,49,0,0
429,4.22446,1D,1D,1D,30,2,9B,49,17,0
430,4.23456,1D,1D,1E,30,2,9B,49,27,0
431,4.24435,1C,23,22,30,2,9B,51,3A,0
432,4.25455,1F,24,23,30,2,9B,5A,9,0
433,4.26447,1C,25,23,30,2,97,5D,1D,0
434,4.27466,1C,26,23,30,2,97,5E,2C,0
435,4.28447,1C,29,25,30,2,97,60,37,0
436,4.29466,20,2A,26,30,2,97,66,9,0
437,4.30446,1F,2B,26,30,2,94,69,19,0
438,4.31464,1F,2B,26,30,2,94,69,2A,0
439,4.32445,1F,2D,27,30,2,94,6F,32,0
440,4.33462,1F,2D,27,30,2,94,71,0E,0
441,4.34444,1F,2E,27,30,2,94,73,1C,0
442,4.35460,1F,2D,27,30,2,94,72,2F,0
443,4.36421,20,2E,27,30,2,94,68,38,0
444,4.37457,23,2D,27,30,2,94,67,4,0
445,4.38421,22,2E,27,30,2,93,68,15,0
446,4.39457,22,2D,27,30,2,93,67,28,0
447,4.40420,23,2E,28,30,2,93,62,3B,0
448,4.41475,24,2E,28,30,2,93,63,6,0
449,4.42445,23,32,28,30,2,93,79,10,0
450,4.43473,23,32,29,30,2,93,79,20,0
451,4.44417,24,32,29,30,2,93,75,34,0
452,4.45471,24,32,29,30,2,93,75,1,0
453,4.46421,23,32,29,30,2,93,72,16,0
454,4.46471,23,32,29,30,2,93,72,16,1
455,4.46521,23,32,29,30,2,93,72,16,1
456,4.46571,23,32,29,30,2,93,72,16,1
457,4.46621,23,32,29,30,2,93,72,16,1
458,4.46671,23,32,29,30,2,93,72,16,1
459,4.48767,23,32,29,30,2,93,74,25,0
460,4.49721,24,31,29,30,2,93,6B,3E,0
461,4.50766,24,30,29,30,2,93,67,0,0
462,4.51726,25,30,29,30,2,93,66,11,0
463,4.52763,25,2F,29,30,2,93,64,24,0
464,4.53744,26,2E,28,30,2,93,5C,3D,0
465,4.54763,26,2E,28,30,2,93,5B,0B,0
466,4.55720,26,2D,28,30,2,93,59,1F,0
467,4.56759,26,2C,27,30,2,93,59,22,0
468,4.57718,25,2B,27,30,2,93,56,38,0
469,4.58759,25,2B,27,30,2,93,55,6,0
470,4.59727,25,2A,27,30,2,94,53,19,0
471,4.60758,25,2A,27,30,2,94,4E,2E,0
472,4.61733,27,2A,27,30,2,94,4E,3D,0
473,4.62760,27,2A,27,30,2,94,50,9,0
474,4.63711,27,29,27,30,2,93,4E,1D,0
475,4.64756,26,2A,27,30,2,93,52,2B,0
476,4.65705,25,29,27,30,2,93,51,3F,0
477,4.66756,25,29,27,30,2,93,51,0C,0
478,4.67708,25,29,27,30,2,93,51,1D,0
479,4.68754,24,2B,2B,30,2,93,5B,2F,0
480,4.69723,24,2D,2B,30,2,93,60,7E,0
481,4.70770,24,34,3C,30,2,93,90,48,0
482,4.71698,24,34,3C,30,2,93,90,59,0
483,4.72754,22,33,3C,30,2,93,91,6C,0
484,4.73704,22,33,42,30,2,93,91,78,0
485,4.74767,22,33,42,30,2,93,91,45,0
486,4.75836,22,33,47,30,2,93,91,51,0
487,4.76753,23,34,47,30,2,93,94,6D,0
488,4.77696,21,34,4B,30,2,93,94,7C,0
489,4.78764,21,34,4B,30,2,93,92,4B,0
490,4.79715,22,34,4E,30,2,94,92,57,0
491,4.80772,24,37,4E,30,2,94,95,60,0
492,4.81697,22,37,51,30,2,94,95,71,0
493,4.82767,22,37,51,30,2,94,94,4F,0
494,4.83700,23,37,54,30,2,95,94,5B,0
495,4.84754,24,38,54,30,2,95,92,6C,0
496,4.85701,25,38,56,30,2,95,92,7A,0
497,4.86754,25,38,56,30,2,95,92,47,0
498,4.87698,26,3A,59,30,2,97,96,5C,0
499,4.88753,24,3A,58,30,2,97,95,61,0
500,4.89702,25,3A,5B,30,2,97,95,7E,0
501,4.90756,25,3A,5B,30,2,97,95,4B,0
502,4.91696,26,3D,5E,30,2,97,92,58,0
503,4.92770,29,3D,5E,30,2,97,94,64,0
504,4.93847,29,3D,61,30,2,97,94,73,0
505,4.94750,2A,3E,61,30,2,97,97,4B,0
506,4.95698,27,3E,63,30,2,99,97,5B,0
507,4.96770,27,3E,63,30,2,99,96,6D,0
508,4.96820,27,3E,63,30,2,99,96,6D,1
509,4.96870,27,3E,63,30,2,99,96,6D,1
510,4.98847,28,3E,66,30,2,99,96,7A,0
511,4.99898,29,40,65,30,2,99,95,47,0
512,5.00852,29,40,67,30,2,99,95,56,0
513,5.01912,29,40,67,30,2,99,95,67,0
514,5.02845,2D,45,67,30,2,99,94,70,0
515,5.03903,2D,45,66,30,2,99,94,4E,0
516,5.05004,2D,45,67,30,2,9B,94,5C,0
517,5.05906,30,49,67,30,2,9B,92,69,0
518,5.06848,32,49,68,30,2,9B,92,77,0
519,5.07891,32,49,68,30,2,9B,92,44,0
520,5.08849,32,49,68,30,2,9B,92,55,0
